h,index,nqubit,V_starDelta,V_starrho,VarianceStd
0.0,0,7,0.0012835084081826373,13.05357113184997,15.013126976644058
0.2,1,7,0.0010769342230889628,10.955169836930923,11.62401178826484
0.4,2,7,0.0008998686149342926,9.156519626746872,11.644319040761951
0.6000000000000001,3,7,0.0006516939112907955,6.635536091192841,11.76330632838929
0.8,4,7,0.0003970447592106936,4.04878445892776,12.258317820224491
1.0,5,7,0.00031399139613914716,3.20512006524907,13.25589878271445
1.2000000000000002,6,7,0.0004642610700769745,4.7315744875923,14.153770178362427
1.4000000000000001,7,7,0.0006694192485220406,6.815591844926347,14.695467736180165
1.6,8,7,0.0008395878182699614,8.544181247090068,15.012718582683926
1.8,9,7,0.0009689562111813367,9.85831836002953,15.211076809460021
2.0,10,7,0.0010673114701983254,10.857420947749752,15.343291023583731
2.2,11,7,0.0011433675149443352,11.630005879933398,15.43601327499671
2.4000000000000004,12,7,0.001203264008725711,12.238440472353142,15.503683606271316
2.6,13,7,0.0012512196615797424,12.725578804773331,15.55466541473746
2.8000000000000003,14,7,0.0012901751388856068,13.121292451111927,15.594081022132745
3.0,15,7,0.001322224555351656,13.446853638649683,15.625215471701079
3.2,16,7,0.0013488905608278208,13.717729597308994,15.650257551650288
3.4000000000000004,17,7,0.0013713011923945266,13.945379040912966,15.670713206802382
3.6,18,7,0.0013903060936863159,14.13843273473449,15.687647283281326
3.8000000000000003,19,7,0.001406554699958359,14.303487707244349,15.701830675286008
4.0,20,7,0.0014205499921996596,14.445653289785833,15.71383303572528
